,index,user_id,item_id,rating
18207,26117,379,462,4
18208,26118,475,780,4
18209,26119,427,878,4
18210,26122,268,76,1
18211,26123,91,590,4
18212,26124,350,299,5
18213,26125,504,467,4
18214,26127,200,1267,4
18215,26128,424,528,4
18216,26129,21,230,2
18217,26132,374,4,4
18218,26133,326,11,3
18219,26136,408,483,4
18220,26137,201,203,3
18221,26138,404,1252,1
18222,26139,362,69,2
18223,26140,393,83,4
18224,26141,493,198,4
18225,26142,485,5,4
18226,26143,338,529,5
18227,26144,382,530,3
18228,26149,469,92,4
18229,26153,245,11,5
18230,26154,388,996,3
18231,26155,513,428,4
18232,26156,279,238,3
18233,26158,523,150,1
18234,26159,471,1468,4
18235,26160,500,24,3
18236,26161,14,49,5
18237,26162,117,131,4
18238,26163,494,1443,2
18239,26164,124,789,4
18240,26166,12,154,2
18241,26167,202,992,3
18242,26169,375,426,4
18243,26170,290,139,4
18244,26171,243,940,4
18245,26172,277,285,5
18246,26174,494,199,5
18247,26175,324,27,3
18248,26178,285,223,5
18249,26179,480,312,4
18250,26181,524,0,4
18251,26182,469,220,4
18252,26183,249,675,5
18253,26185,220,155,5
18254,26186,62,14,3
18255,26190,388,473,5
18256,26191,442,322,2
18257,26192,520,80,1
18258,26193,177,1100,4
18259,26195,51,116,4
18260,26199,378,190,5
18261,26201,169,347,3
18262,26202,177,1156,3
18263,26203,523,204,5
18264,26208,270,1045,4
18265,26209,523,88,5
18266,26210,513,745,5
18267,26211,157,292,4
18268,26212,121,68,2
18269,26213,127,654,3
18270,26217,6,418,3
18271,26219,228,310,5
18272,26220,415,267,4
18273,26221,291,481,5
18274,26222,469,292,4
18275,26223,487,654,3
18276,26224,70,174,4
18277,26227,159,530,5
18278,26228,177,94,5
18279,26229,523,659,5
18280,26230,446,641,4
18281,26231,382,222,3
18282,26232,180,335,2
18283,26233,194,1415,2
18284,26234,457,741,4
18285,26235,307,14,3
18286,26236,291,155,5
18287,26237,129,981,1
18288,26238,375,222,4
18289,26240,177,590,5
18290,26241,212,654,4
18291,26242,434,84,4
18292,26243,404,1587,1
18293,26244,39,244,3
18294,26245,435,199,3
18295,26247,346,225,4
18296,26248,177,237,4
18297,26250,523,284,3
18298,26252,183,511,4
18299,26253,58,712,5
18300,26257,453,256,4
18301,26258,229,264,5
18302,26260,427,987,1
18303,26262,453,196,4
18304,26263,15,239,4
18305,26264,404,572,3
18306,26265,261,180,3
18307,26266,12,688,2
18308,26267,122,97,4
18309,26270,150,780,3
18310,26271,177,234,1
18311,26273,12,346,5
18312,26274,250,1097,3
18313,26276,324,767,3
18314,26277,270,662,4
18315,26278,415,328,3
18316,26280,63,430,4
18317,26284,335,387,1
18318,26285,45,244,3
18319,26286,428,484,3
18320,26287,338,79,3
18321,26288,377,692,4
18322,26289,30,489,4
18323,26290,270,613,4
18324,26292,380,282,5
18325,26293,336,14,5
18326,26296,63,747,1
18327,26297,302,386,5
18328,26298,496,384,3
18329,26299,162,432,1
18330,26300,469,245,2
18331,26301,91,144,2
18332,26302,474,346,4
18333,26304,116,143,4
18334,26305,353,752,5
18335,26308,180,590,4
18336,26310,372,654,5
18337,26311,328,168,4
18338,26312,275,796,3
18339,26313,166,239,1
18340,26315,373,619,3
18341,26316,416,122,2
18342,26317,436,656,5
18343,26318,194,1406,2
18344,26319,386,96,2
18345,26320,101,90,3
18346,26321,505,1607,2
18347,26323,397,479,5
18348,26324,56,762,5
18349,26325,456,768,2
18350,26326,485,2,2
18351,26328,216,32,4
18352,26329,58,442,5
18353,26330,416,272,3
18354,26331,58,646,5
18355,26332,483,777,5
18356,26333,353,254,2
18357,26334,440,8,4
18358,26336,103,312,4
18359,26338,9,431,4
18360,26339,384,481,3
18361,26340,373,973,4
18362,26341,449,706,5
18363,26342,245,207,4
18364,26343,90,175,5
18365,26344,517,24,5
18366,26345,261,958,2
18367,26346,491,482,2
18368,26348,392,875,3
18369,26349,124,434,4
18370,26351,431,149,5
18371,26352,269,334,3
18372,26353,398,11,3
18373,26354,377,247,3
18374,26356,473,284,5
18375,26357,404,1147,1
18376,26359,478,435,4
18377,26360,172,689,5
18378,26361,180,474,2
18379,26362,457,1260,4
18380,26363,151,503,4
18381,26364,373,923,5
18382,26367,43,80,4
18383,26368,345,365,2
18384,26370,261,39,4
18385,26371,12,553,2
18386,26372,342,88,3
18387,26373,523,614,2
18388,26374,393,127,3
18389,26376,115,305,3
18390,26378,448,1005,4
18391,26379,435,287,4
18392,26380,83,224,4
18393,26381,499,552,2
18394,26382,326,1016,2
18395,26383,284,301,5
18396,26384,4,389,5
18397,26385,455,49,4
18398,26386,353,651,4
18399,26388,519,314,4
18400,26390,336,448,4
18401,26392,412,8,4
18402,26394,479,173,5
18403,26395,59,1049,3
18404,26396,66,24,4
18405,26397,326,463,4
18406,26398,121,581,5
18407,26399,258,287,3
18408,26402,292,164,3
18409,26403,221,30,5
18410,26404,89,429,3
18411,26405,266,228,4
18412,26406,434,422,2
18413,26407,494,234,5
18414,26408,275,72,3
18415,26409,115,115,3
18416,26410,503,117,3
18417,26412,291,606,4
18418,26414,411,6,5
18419,26415,507,143,3
18420,26416,373,88,2
18421,26417,436,217,2
18422,26418,492,179,4
18423,26419,25,125,4
18424,26420,160,434,2
18425,26425,9,115,4
18426,26428,434,750,4
18427,26430,494,215,4
18428,26431,66,545,3
18429,26432,353,514,3
18430,26433,278,596,5
18431,26434,462,1011,2
18432,26436,345,801,4
18433,26437,397,734,4
18434,26438,22,651,4
18435,26440,455,368,3
18436,26441,445,327,3
18437,26443,448,116,3
18438,26444,298,483,4
18439,26445,494,67,5
18440,26446,266,925,2
18441,26448,93,808,2
18442,26449,200,10,4
18443,26450,452,171,5
18444,26451,404,775,1
18445,26452,392,1227,3
18446,26453,221,387,2
18447,26455,494,43,3
18448,26456,428,164,5
18449,26457,315,167,3
18450,26458,59,607,5
18451,26459,362,71,1
18452,26461,452,383,2
18453,26462,385,832,3
18454,26466,343,404,2
18455,26467,71,581,4
18456,26469,452,426,3
18457,26470,503,401,4
18458,26471,482,248,2
18459,26473,205,261,1
18460,26474,292,745,3
18461,26475,93,65,2
18462,26476,378,78,5
18463,26477,454,777,4
18464,26479,434,160,3
18465,26481,279,1220,5
18466,26482,449,464,4
18467,26485,437,865,5
18468,26486,503,214,4
18469,26489,522,381,5
18470,26492,478,229,4
18471,26493,347,120,5
18472,26494,71,14,5
18473,26495,507,734,4
18474,26499,455,672,3
18475,26501,296,513,3
18476,26502,441,942,4
18477,26503,471,140,4
18478,26504,326,320,3
18479,26506,471,500,3
18480,26507,378,558,3
18481,26508,522,152,4
18482,26509,275,691,4
18483,26510,465,1,1
18484,26511,173,695,4
18485,26512,93,585,1
18486,26517,302,524,5
18487,26520,510,291,5
18488,26521,381,55,5
18489,26522,180,1161,1
18490,26523,326,217,3
18491,26524,254,684,3
18492,26525,415,366,5
18493,26526,247,6,2
18494,26527,527,484,2
18495,26529,479,482,3
18496,26530,503,198,4
18497,26531,392,479,4
18498,26532,37,1032,5
18499,26534,298,460,3
18500,26535,283,271,5
18501,26537,233,3,4
18502,26538,267,396,2
18503,26539,326,284,4
18504,26540,48,1071,1
18505,26542,13,95,4
18506,26543,492,545,5
18507,26544,416,264,3
18508,26545,491,126,5
18509,26546,483,925,4
18510,26548,18,287,3
18511,26549,84,196,5
18512,26550,416,153,4
18513,26551,192,299,4
18514,26552,253,7,5
18515,26553,193,404,2
18516,26554,452,99,5
18517,26557,304,120,3
18518,26558,377,10,3
18519,26559,297,22,4
18520,26560,310,1041,3
18521,26562,204,314,4
18522,26563,290,416,4
18523,26564,428,215,4
18524,26566,232,377,4
18525,26567,96,525,3
18526,26568,405,214,3
18527,26569,93,55,5
18528,26570,55,209,5
18529,26571,17,473,4
18530,26572,307,590,3
18531,26573,319,420,4
18532,26576,244,132,2
18533,26577,400,1015,3
18534,26579,253,77,3
18535,26580,294,117,3
18536,26581,497,196,5
18537,26582,494,171,5
18538,26583,527,238,5
18539,26584,269,278,5
18540,26585,398,558,3
18541,26589,295,522,4
18542,26590,279,234,5
18543,26592,206,59,3
18544,26593,15,468,3
18545,26595,432,58,5
18546,26596,370,49,4
18547,26598,398,709,2
18548,26599,492,297,3
18549,26600,297,317,5
18550,26602,177,89,3
18551,26603,111,320,3
18552,26604,362,536,1
18553,26607,285,143,3
18554,26608,91,99,5
18555,26609,498,741,4
18556,26610,428,391,3
18557,26611,496,81,4
18558,26613,122,482,4
18559,26614,317,93,4
18560,26615,312,403,4
18561,26616,471,410,4
18562,26619,129,81,5
18563,26620,344,1007,3
18564,26623,503,718,3
18565,26624,503,280,4
18566,26625,392,1184,3
18567,26626,434,174,4
18568,26627,517,918,5
18569,26628,473,497,4
18570,26629,503,933,4
18571,26630,503,74,4
18572,26633,285,215,4
18573,26635,310,723,4
18574,26636,205,1433,1
18575,26637,507,171,5
18576,26640,421,52,4
18577,26641,503,142,4
18578,26644,473,195,5
18579,26645,441,684,2
18580,26646,196,683,4
18581,26648,482,448,3
18582,26649,424,840,1
18583,26651,449,122,2
18584,26653,262,86,4
18585,26655,240,287,5
18586,26656,444,247,1
18587,26659,17,8,5
18588,26661,264,244,4
18589,26662,485,716,2
18590,26663,94,970,3
18591,26664,300,194,5
18592,26665,531,57,4
18593,26666,9,333,4
18594,26667,12,612,4
18595,26668,47,495,5
18596,26669,25,180,4
18597,26670,243,1078,2
18598,26672,457,287,3
18599,26673,188,131,5
18600,26674,159,670,5
18601,26675,488,270,4
18602,26676,179,257,5
18603,26678,353,65,2
18604,26679,252,299,4
18605,26681,290,545,3
18606,26682,256,244,4
18607,26683,341,7,4
18608,26685,506,337,5
18609,26686,471,577,5
18610,26687,0,210,3
18611,26689,503,1441,3
18612,26690,193,68,4
18613,26692,63,568,3
18614,26693,286,8,5
18615,26694,310,195,5
18616,26695,395,741,4
18617,26696,449,9,4
18618,26697,275,557,4
18619,26698,80,274,4
18620,26700,451,202,3
18621,26701,279,764,4
18622,26702,43,158,3
18623,26703,530,989,5
18624,26704,263,513,5
18625,26706,6,573,5
18626,26707,462,148,2
18627,26708,278,70,3
18628,26709,62,1011,3
18629,26710,505,71,3
18630,26711,502,136,5
18631,26712,61,1008,4
18632,26713,388,601,4
18633,26718,477,495,5
18634,26719,386,767,1
18635,26720,6,615,4
18636,26721,58,415,3
18637,26722,398,553,3
18638,26724,320,82,4
18639,26726,113,854,3
18640,26728,91,1010,3
18641,26729,84,29,3
18642,26731,38,936,5
18643,26732,41,719,4
18644,26733,348,543,4
18645,26735,275,461,4
18646,26736,269,726,5
18647,26738,150,781,4
18648,26739,115,323,2
18649,26740,455,272,3
18650,26741,487,490,4
18651,26742,80,1046,3
18652,26744,122,318,4
18653,26748,499,222,4
18654,26749,91,142,3
18655,26750,185,594,3
18656,26751,373,105,3
18657,26753,416,117,4
18658,26754,64,513,4
18659,26755,458,335,2
18660,26757,265,285,4
18661,26761,235,215,5
18662,26763,352,271,5
18663,26764,475,1187,2
18664,26765,523,604,1
18665,26766,495,632,3
18666,26767,434,1073,2
18667,26768,94,422,5
18668,26769,117,52,5
18669,26770,523,181,5
18670,26771,400,429,2
18671,26772,343,69,3
18672,26773,199,106,3
18673,26774,398,225,3
18674,26777,72,170,5
18675,26778,504,53,3
18676,26780,36,824,2
18677,26783,189,897,2
18678,26784,136,173,5
18679,26787,381,331,3
18680,26789,108,215,3
18681,26790,436,780,4
18682,26791,451,1426,5
18683,26793,513,46,4
18684,26796,408,477,4
18685,26797,436,167,3
18686,26798,408,1064,2
18687,26801,341,130,5
18688,26803,457,283,4
18689,26805,267,728,3
18690,26806,300,227,3
18691,26809,466,99,5
18692,26810,424,285,1
18693,26811,360,128,4
18694,26812,459,1114,3
18695,26813,531,602,5
18696,26816,93,785,3
18697,26817,313,1310,5
18698,26820,127,158,4
18699,26821,4,100,5
18700,26822,523,602,3
18701,26824,371,1108,4
18702,26825,476,87,5
18703,26826,455,984,3
18704,26828,463,704,5
18705,26829,418,88,3
18706,26830,250,428,4
18707,26831,387,297,5
18708,26833,404,643,3
18709,26835,482,312,2
18710,26836,455,85,2
18711,26837,496,764,3
18712,26838,159,247,5
18713,26839,344,1022,2
18714,26841,424,444,3
18715,26842,18,886,4
18716,26843,235,672,4
18717,26844,300,126,4
18718,26845,293,409,4
18719,26846,73,327,4
18720,26847,377,403,4
18721,26850,473,209,5
18722,26851,104,270,2
18723,26853,444,830,1
18724,26854,302,517,4
18725,26855,9,691,4
18726,26856,473,755,1
18727,26857,453,99,4
18728,26861,326,68,2
18729,26863,446,4,3
18730,26866,500,306,4
18731,26867,505,49,5
18732,26868,453,142,4
18733,26870,393,155,4
18734,26871,144,737,3
18735,26873,523,1043,4
18736,26874,345,575,3
18737,26876,400,631,4
18738,26877,400,281,3
18739,26878,5,521,5
18740,26880,494,28,2
18741,26881,482,270,3
18742,26882,43,24,2
18743,26885,435,275,4
18744,26886,507,187,4
18745,26888,14,332,1
18746,26889,473,495,4
18747,26890,170,257,4
18748,26892,156,1243,3
18749,26894,147,208,5
18750,26895,436,131,5
18751,26896,41,933,4
18752,26898,392,814,4
18753,26899,473,675,3
18754,26900,492,249,4
18755,26901,496,801,2
18756,26902,428,183,4
18757,26904,69,299,4
18758,26906,255,814,5
18759,26907,370,63,4
18760,26909,456,53,4
18761,26910,404,956,1
18762,26911,93,92,4
18763,26912,404,415,2
18764,26913,57,651,5
18765,26914,494,108,5
18766,26916,329,728,5
18767,26919,405,218,3
18768,26921,270,234,3
18769,26922,487,604,3
18770,26923,12,356,3
18771,26924,91,420,4
18772,26926,17,971,3
18773,26927,2,267,3
18774,26929,435,793,4
18775,26930,91,159,4
18776,26934,475,237,3
18777,26935,416,197,4
18778,26936,332,152,4
18779,26937,295,179,5
18780,26938,193,819,1
18781,26939,221,505,2
18782,26941,421,326,3
18783,26944,202,282,5
18784,26945,298,1004,5
18785,26946,310,647,4
18786,26947,85,887,4
18787,26948,297,0,5
18788,26949,274,407,3
18789,26952,495,379,2
18790,26953,296,236,4
18791,26954,278,290,3
18792,26955,516,283,2
18793,26956,142,322,3
18794,26958,499,738,2
18795,26959,285,120,3
18796,26960,292,938,2
18797,26963,124,704,5
18798,26964,454,46,2
18799,26965,510,312,5
18800,26966,244,1032,5
18801,26967,505,778,2
18802,26972,526,151,2
18803,26973,338,275,4
18804,26974,0,39,3
18805,26975,449,12,3
18806,26976,463,325,4
18807,26977,526,955,4
18808,26978,367,312,5
18809,26980,270,519,5
18810,26983,523,197,4
18811,26984,6,655,3
18812,26985,473,60,3
18813,26986,338,427,5
18814,26987,467,136,4
18815,26991,331,455,4
18816,26993,484,288,3
18817,26994,36,565,4
18818,26995,531,94,5
18819,26996,6,557,4
18820,26997,490,18,4
18821,26999,488,271,5
18822,27001,436,793,4
18823,27002,435,158,4
18824,27003,499,1162,1
18825,27005,341,1166,1
18826,27006,51,203,4
18827,27007,428,1216,2
18828,27008,518,351,5
18829,27009,177,126,5
18830,27010,42,132,4
18831,27011,531,69,4
18832,27014,108,410,4
18833,27015,434,48,4
18834,27017,405,1201,3
18835,27018,84,711,3
18836,27019,428,163,4
18837,27022,12,908,5
18838,27023,496,151,2
18839,27024,176,175,4
18840,27025,326,297,3
18841,27026,275,221,4
18842,27027,455,68,4
18843,27029,302,543,4
18844,27032,127,386,2
18845,27033,513,401,4
18846,27034,488,262,2
18847,27035,388,779,3
18848,27036,494,641,4
18849,27037,160,185,4
18850,27038,344,222,5
18851,27039,458,0,4
18852,27040,416,366,2
18853,27041,350,1023,4
18854,27042,362,215,3
18855,27043,25,830,2
18856,27044,108,808,4
18857,27046,298,961,4
18858,27047,338,708,5
18859,27048,93,992,4
18860,27049,449,450,4
18861,27050,183,707,4
18862,27051,196,894,3
18863,27052,438,404,4
18864,27054,475,943,2
18865,27056,327,11,5
18866,27057,397,493,3
18867,27059,198,1325,3
18868,27060,429,220,5
18869,27061,104,312,5
18870,27062,209,68,4
18871,27063,392,760,4
18872,27064,475,733,4
18873,27067,294,630,5
18874,27069,267,178,4
18875,27071,465,333,3
18876,27072,415,24,4
18877,27074,404,418,4
18878,27076,74,113,4
18879,27077,392,420,2
18880,27078,384,495,2
18881,27080,101,37,2
18882,27081,17,93,3
18883,27082,507,567,4
18884,27083,496,229,2
18885,27084,183,653,4
18886,27085,109,230,1
18887,27087,506,1033,5
18888,27088,520,1015,3
18889,27090,312,166,3
18890,27091,379,565,3
18891,27094,234,700,4
18892,27095,349,264,2
18893,27097,453,650,4
18894,27098,103,289,4
18895,27099,51,587,4
18896,27100,415,784,3
18897,27103,388,207,5
18898,27104,531,368,3
18899,27106,353,660,4
18900,27107,311,513,3
18901,27108,501,293,3
18902,27109,404,1586,1
18903,27110,372,188,5
18904,27112,495,153,2
18905,27113,472,275,4
18906,27114,451,683,4
18907,27115,397,48,3
18908,27116,34,880,2
18909,27117,452,267,4
18910,27118,118,275,2
18911,27120,188,646,4
18912,27121,380,138,3
18913,27122,293,412,3
18914,27123,428,691,3
18915,27125,471,551,5
18916,27127,311,653,5
18917,27128,338,639,5
18918,27130,499,385,3
18919,27131,434,117,2
18920,27132,492,174,4
18921,27133,297,78,5
18922,27134,124,779,2
18923,27135,449,417,4
18924,27136,94,204,3
18925,27137,471,394,3
18926,27138,505,1015,4
18927,27139,317,281,4
18928,27140,464,27,3
18929,27142,379,698,3
18930,27143,128,301,4
18931,27144,485,596,3
18932,27146,25,23,3
18933,27147,416,1181,3
18934,27148,388,609,5
18935,27149,108,402,5
18936,27150,274,134,3
18937,27152,90,181,4
18938,27153,194,325,3
18939,27154,60,747,2
18940,27155,326,707,4
18941,27156,532,476,4
18942,27158,5,46,3
18943,27159,345,180,5
18944,27163,17,706,3
18945,27164,268,184,5
18946,27165,424,678,3
18947,27167,388,611,4
18948,27168,366,182,5
18949,27169,372,63,4
18950,27171,329,292,3
18951,27173,335,1495,1
18952,27174,386,649,2
18953,27175,197,55,5
18954,27176,313,283,3
18955,27177,425,523,4
18956,27178,292,659,2
18957,27179,267,88,4
18958,27180,261,734,4
18959,27181,523,65,3
18960,27182,496,100,4
18961,27183,232,195,5
18962,27184,253,1182,4
18963,27185,496,86,3
18964,27186,531,215,5
18965,27187,373,927,1
18966,27190,337,707,5
18967,27191,312,492,3
18968,27193,221,805,4
18969,27194,486,264,5
18970,27197,473,528,5
18971,27198,502,53,2
18972,27199,475,584,1
18973,27201,285,13,4
18974,27202,425,834,3
18975,27205,256,1159,4
18976,27206,495,726,5
18977,27207,229,94,5
18978,27209,362,321,2
18979,27211,319,65,4
18980,27212,455,1167,4
18981,27213,485,275,4
18982,27215,326,427,4
18983,27217,445,753,3
18984,27219,477,603,3
18985,27220,392,493,4
18986,27221,303,894,3
18987,27223,34,677,3
18988,27224,193,692,4
18989,27226,384,133,5
18990,27228,523,94,3
18991,27233,344,69,5
18992,27234,478,751,3
18993,27236,472,507,2
18994,27238,404,768,1
18995,27240,84,511,3
18996,27241,89,25,4
18997,27242,12,320,2
18998,27243,452,275,5
18999,27244,520,178,4
19000,27245,502,401,3
19001,27246,143,243,3
19002,27248,380,98,5
19003,27249,415,709,4
19004,27250,513,174,4
19005,27251,471,474,5
19006,27252,41,174,2
19007,27253,290,214,4
19008,27254,274,131,3
19009,27255,313,77,4
19010,27256,416,254,3
19011,27257,233,949,2
19012,27258,425,1063,4
19013,27259,266,654,4
19014,27261,326,1068,4
19015,27262,416,38,3
19016,27263,532,1176,1
19017,27265,424,326,4
19018,27266,503,402,3
19019,27267,458,221,4
19020,27269,416,561,4
19021,27270,143,143,4
19022,27271,473,180,5
19023,27272,158,71,3
19024,27273,186,650,5
19025,27275,436,57,4
19026,27277,59,432,4
19027,27279,408,614,5
19028,27280,449,610,5
19029,27282,404,210,1
19030,27283,326,685,4
19031,27284,404,1306,1
19032,27285,522,661,4
19033,27287,434,26,1
19034,27289,504,65,4
19035,27290,531,398,3
19036,27291,310,503,4
19037,27292,120,1265,4
19038,27293,364,150,4
19039,27294,415,392,4
19040,27295,377,1047,2
19041,27296,428,92,4
19042,27297,313,1266,3
19043,27298,486,44,5
19044,27299,290,562,3
19045,27301,494,216,5
19046,27302,115,190,4
19047,27303,304,179,4
19048,27304,319,81,3
19049,27305,337,82,2
19050,27306,61,90,4
19051,27308,415,157,3
19052,27309,453,78,4
19053,27310,452,287,4
19054,27311,189,14,4
19055,27312,150,548,4
19056,27313,483,596,3
19057,27315,436,380,5
19058,27317,180,357,2
19059,27319,96,182,5
19060,27320,82,248,2
19061,27321,182,175,3
19062,27322,17,479,4
19063,27323,386,510,3
19064,27324,93,740,4
19065,27325,176,468,4
19066,27327,428,761,4
19067,27329,12,400,1
19068,27331,384,482,4
19069,27332,406,454,3
19070,27333,389,125,5
19071,27336,86,721,4
19072,27337,382,88,3
19073,27338,523,142,3
19074,27339,221,270,4
19075,27341,373,68,5
19076,27343,312,167,3
19077,27344,496,93,3
19078,27346,453,1268,3
19079,27348,196,55,1
19080,27351,267,980,1
19081,27352,95,180,5
19082,27353,144,976,3
19083,27354,372,65,4
19084,27355,452,67,4
19085,27356,182,1158,3
19086,27359,307,67,4
19087,27360,504,704,3
19088,27365,306,659,3
19089,27368,115,202,5
19090,27370,72,271,4
19091,27371,494,391,5
19092,27372,449,257,4
19093,27373,106,312,2
19094,27374,509,329,2
19095,27375,302,454,3
19096,27376,188,1064,5
19097,27377,22,432,5
19098,27379,371,558,4
19099,27380,14,117,1
19100,27381,268,714,4
19101,27382,221,256,4
19102,27383,159,454,4
19103,27385,415,467,5
19104,27386,390,658,4
19105,27388,43,23,3
19106,27389,532,525,2
19107,27390,462,992,2
19108,27391,428,530,5
19109,27393,456,394,2
19110,27394,466,1141,5
19111,27395,209,481,5
19112,27396,12,552,2
19113,27397,285,1238,3
19114,27398,145,327,3
19115,27399,76,214,2
19116,27400,214,195,4
19117,27401,496,1554,2
19118,27402,472,292,4
19119,27403,57,740,2
19120,27406,416,484,3
19121,27407,182,209,3
19122,27409,275,330,4
19123,27411,7,228,5
19124,27412,119,120,4
19125,27413,25,301,5
19126,27414,427,876,5
19127,27415,532,49,5
19128,27416,463,115,4
19129,27417,496,548,4
19130,27418,262,542,5
19131,27420,486,187,4
19132,27421,101,770,2
19133,27423,468,193,5
19134,27424,292,159,4
19135,27425,477,80,4
19136,27426,275,127,4
19137,27428,406,207,4
19138,27429,415,782,3
19139,27430,434,53,4
19140,27432,502,280,3
19141,27434,275,119,2
19142,27435,504,421,3
19143,27436,311,1125,4
19144,27437,42,734,4
19145,27439,57,171,5
19146,27440,52,567,4
19147,27441,117,55,5
19148,27442,406,229,4
19149,27443,482,276,3
19150,27444,326,221,2
19151,27445,215,789,3
19152,27446,436,41,3
19153,27447,485,1201,4
19154,27448,198,92,4
19155,27449,93,1217,4
19156,27451,101,52,2
19157,27452,177,404,3
19158,27454,486,540,3
19159,27455,84,411,3
19160,27456,378,574,2
19161,27458,372,827,3
19162,27459,201,480,1
19163,27460,23,68,5
19164,27461,406,0,4
19165,27462,17,638,4
19166,27465,235,684,2
19167,27466,256,180,5
19168,27467,43,677,3
19169,27468,503,528,4
19170,27469,105,279,2
19171,27470,6,139,5
19172,27471,513,301,5
19173,27472,150,656,5
19174,27473,376,97,5
19175,27474,333,745,3
19176,27475,253,27,4
19177,27477,42,216,2
19178,27478,478,132,2
19179,27479,362,57,3
19180,27480,286,180,3
19181,27481,415,930,3
19182,27482,435,380,4
19183,27483,478,404,4
19184,27484,505,76,3
19185,27485,289,925,3
19186,27486,350,321,5
19187,27487,379,669,1
19188,27488,23,485,3
19189,27489,477,368,3
19190,27490,447,899,3
19191,27491,456,113,5
19192,27492,398,1138,4
19193,27493,52,117,4
19194,27494,295,60,3
19195,27496,150,274,5
19196,27497,240,681,2
19197,27499,15,10,5
19198,27500,370,116,3
19199,27502,42,1047,3
19200,27504,302,615,4
19201,27505,7,227,5
19202,27506,434,353,3
19203,27507,347,290,4
19204,27508,243,745,3
19205,27509,496,98,3
19206,27510,378,167,4
19207,27511,520,68,3
19208,27513,150,602,5
19209,27516,495,37,2
19210,27518,298,507,4
19211,27520,193,1040,2
19212,27522,431,1015,3
19213,27524,395,332,4
19214,27525,453,685,2
19215,27526,494,628,3
19216,27527,269,256,4
19217,27530,453,49,4
19218,27531,475,1073,4
19219,27532,415,683,5
19220,27533,84,26,4
19221,27534,346,459,3
19222,27537,278,218,2
19223,27538,132,312,3
19224,27539,373,982,2
19225,27542,250,312,5
19226,27543,229,203,4
19227,27544,282,48,4
19228,27546,307,429,4
19229,27547,200,734,3
19230,27548,338,507,4
19231,27549,59,58,5
19232,27550,389,318,5
19233,27551,455,221,2
19234,27552,151,719,5
19235,27554,523,1559,4
19236,27556,63,181,4
19237,27557,122,285,5
19238,27559,182,225,3
19239,27562,397,27,5
19240,27566,128,310,3
19241,27567,214,202,3
19242,27570,329,134,3
19243,27571,473,480,4
19244,27572,252,7,4
19245,27573,531,131,5
19246,27576,313,626,4
19247,27577,286,425,3
19248,27578,123,27,3
19249,27579,473,243,4
19250,27580,455,110,3
19251,27582,307,714,5
19252,27585,486,678,2
19253,27586,339,49,4
19254,27587,245,23,4
19255,27588,379,80,3
19256,27589,465,314,5
19257,27590,313,1470,4
19258,27591,255,14,5
19259,27593,303,299,5
19260,27594,451,233,3
19261,27595,268,1396,4
19262,27596,416,269,2
19263,27598,486,734,4
19264,27602,485,717,3
19265,27604,470,0,4
19266,27605,449,1478,3
19267,27608,157,193,5
19268,27609,384,168,5
19269,27610,248,466,4
19270,27611,381,179,5
19271,27612,121,723,4
19272,27614,381,196,4
19273,27615,496,55,4
19274,27616,238,49,5
19275,27617,416,942,3
19276,27618,268,211,4
19277,27619,158,318,1
19278,27620,336,635,4
19279,27621,499,1013,2
19280,27622,140,312,5
19281,27623,379,339,3
19282,27627,418,133,5
19283,27629,452,233,3
19284,27632,144,409,4
19285,27634,458,146,3
19286,27635,173,322,1
19287,27636,316,747,5
19288,27637,532,287,2
19289,27639,278,763,3
19290,27640,344,293,3
19291,27642,519,282,4
19292,27643,90,97,5
19293,27646,535,173,5
19294,27647,459,321,3
19295,27649,6,99,5
19296,27650,250,812,3
19297,27652,22,81,3
19298,27654,96,196,3
19299,27656,486,819,3
19300,27658,233,380,3
19301,27659,453,55,3
19302,27660,218,1013,3
19303,27661,302,269,4
19304,27662,485,124,3
19305,27663,268,782,1
19306,27664,117,134,5
19307,27665,58,431,4
19308,27666,430,299,4
19309,27667,220,49,4
19310,27670,285,736,4
19311,27671,118,1259,5
19312,27672,252,99,4
19313,27673,177,96,5
19314,27674,477,738,4
19315,27675,150,769,4
19316,27676,386,112,4
19317,27678,281,339,3
19318,27679,388,450,2
19319,27681,433,1050,3
19320,27683,526,587,4
19321,27684,168,330,5
19322,27685,416,460,3
19323,27686,513,747,2
19324,27689,193,761,3
19325,27690,393,30,3
19326,27691,333,285,4
19327,27692,415,12,5
19328,27693,324,1231,1
19329,27694,404,1570,1
19330,27695,1,304,3
19331,27698,180,919,1
19332,27699,212,184,5
19333,27701,458,863,4
19334,27704,188,500,4
19335,27705,404,970,1
19336,27706,433,1094,5
19337,27707,42,2,2
19338,27708,479,346,3
19339,27710,59,581,4
19340,27713,404,1199,1
19341,27716,292,28,1
19342,27718,491,123,4
19343,27719,15,946,4
19344,27720,267,233,4
19345,27722,464,587,4
19346,27723,523,478,4
19347,27726,454,726,3
19348,27727,6,556,4
19349,27728,329,209,5
19350,27729,494,1109,4
19351,27730,14,14,4
19352,27731,93,508,5
19353,27733,86,143,4
19354,27734,150,237,5
19355,27735,129,97,5
19356,27736,534,285,2
19357,27737,345,183,1
19358,27738,250,150,5
19359,27739,108,76,4
19360,27741,58,422,5
19361,27744,434,293,4
19362,27745,475,327,4
19363,27747,307,200,5
